"V1","RHOA (387)","SYNE1 (23345)","PRSS57 (400668)","FOXP1 (27086)","KIF20B (9585)","OR6C1 (390321)","KLHDC7A (127707)","SORCS3 (22986)","RPS6KA4 (8986)","NEFM (4741)","MET (4233)","SMAD2 (4087)","ZNF732 (654254)","ASTN1 (460)","RASA1 (5921)","ACTR10 (55860)","CEBPA (1050)","BCL2L11 (10018)","TSC2 (7249)","PCDHA12 (56137)","SCAF4 (57466)","TGFBR2 (7048)","CSMD2 (114784)","MB21D2 (151963)","ATM (472)","RAF1 (5894)","USF3 (205717)","BCL2 (596)","FBXW7 (55294)","CLK3 (1198)","TRAT1 (50852)","ZC3H4 (23211)","UGT3A2 (167127)","SPTA1 (6708)","AR (367)","CUEDC2 (79004)","ASXL3 (80816)","SETD2 (29072)","KDM6A (7403)","ZBED2 (79413)","NDUFS1 (4719)","LBR (3930)","OR4M1 (441670)","POT1 (25913)","JAK2 (3717)","SMARCD1 (6602)","NWD1 (284434)","MUC16 (94025)","KCNQ5 (56479)","CHEK2 (11200)","PDCD6IP (10015)","ABCA1 (19)","BRCA2 (675)","TP53 (7157)","HEXD (284004)","FBXL4 (26235)","PRKAG1 (5571)","UPF2 (26019)","DNMT3A (1788)","DHX15 (1665)","ARID1B (57492)","DSC3 (1825)","MYOCD (93649)","H3-3A (3020)","ZIM3 (114026)","CNOT3 (4849)","EBF2 (64641)","CHI3L2 (1117)","KCNA4 (3739)","SYT13 (57586)","SPOCK3 (50859)","RICTOR (253260)","SPOP (8405)","ZNF7 (7553)","FAM83B (222584)","RXRA (6256)","MAP3K4 (4216)","PIM1 (5292)","ABCC9 (10060)","SH3RF2 (153769)","NQO1 (1728)","RNF152 (220441)","CIC (23152)","RALB (5899)","ACACB (32)","LOXHD1 (125336)","BCL6 (604)","OR8D1 (283159)","PPP1R3A (5506)","DMXL2 (23312)","OR2A5 (393046)","MYO7B (4648)","U2AF1 (7307)","SACS (26278)","DST (667)","PIK3CD (5293)","PBRM1 (55193)","DNAJA4 (55466)","CDK4 (1019)","AMOT (154796)","H3C2 (8358)","ZSCAN20 (7579)","CHD4 (1108)","CNOT9 (9125)","NPAP1 (23742)","OR1N2 (138882)","ZNF615 (284370)","IRF3 (3661)","OR4A15 (81328)","ATRX (546)","MLLT10 (8028)","FGFR1 (2260)","LYST (1130)","KMT2D (8085)","PDSS1 (23590)","CARD11 (84433)","ERCC3 (2071)","GPR107 (57720)","FMN2 (56776)","FLACC1 (130540)","RAD50 (10111)","NFATC2 (4773)","TGFB1 (7040)","NLRP4 (147945)","ZHX3 (23051)","SRCIN1 (80725)","SF3B1 (23451)","PTP4A3 (11156)","HFM1 (164045)","ACVR1B (91)","ZNF180 (7733)","MLH1 (4292)","DENND4C (55667)","HCRTR2 (3062)","RTKN2 (219790)","DICER1 (23405)","EPHB1 (2047)","DCAF12L2 (340578)","ZDBF2 (57683)","IDH1 (3417)","CNTNAP2 (26047)","ALK (238)","ZNF534 (147658)","SOX30 (11063)","FGFR3 (2261)","SLCO6A1 (133482)","NFE2L2 (4780)","ZNF140 (7699)","FAM174C (55009)","MYCN (4613)"
"ACH-001046",1.0665,0.7964,0.8191,1.0665,1.0762,1.0535,1.0424,1.1507,1.0187,1.053,1.0616,1.0037,1.0467,1.0449,1.0593,1.0478,0.9888,1.0625,0.9945,1.0656,1.0039,1.0665,1.0424,1.055,1.0865,1.0665,1.055,1.0037,1.0486,1.0228,1.055,0.9888,1.0776,1.0449,1.073,1.0228,1.0037,1.0665,1.0542,1.055,1.0625,1.0449,1.0478,1.0616,1.0723,1.0535,1.0069,1.1454,0.7964,1.0144,1.0665,1.0406,1.0218,0.9947,0.9972,0.7964,1.0535,1.0489,1.0438,1.0746,0.7964,1.0037,0.9947,1.0449,0.935,0.9888,1.053,1.0424,1.0581,1.0581,1.0486,1.0776,0.9972,1.0696,0.7833,1.0056,0.7964,0.7833,1.069,1.0656,1.058,1.0037,0.9888,1.0625,1.0535,1.0037,1.055,1.0865,1.0616,1.0228,1.0264,1.0625,1.0039,1.0218,0.7833,1.0178,1.0665,1.0228,1.0535,1.073,0.7833,1.0424,1.069,1.0625,1.0228,1.0056,0.9888,0.9888,1.2831,1.073,1.0489,1.053,1.0449,1.0535,1.0489,1.0635,1.0625,1.0056,1.0449,1.0625,1.0656,1.0572,0.9888,0.935,1.0572,0.9972,1.0625,1.0696,1.0424,1.0535,0.9888,1.0665,1.0723,0.7833,1.0736,1.5595,1.055,1.073,1.0625,1.0625,1.0264,1.0438,0.9888,1.0656,1.0467,1.0593,1.0625,1.0535,0.8191,1.1304
"ACH-000086",1.1069,1.0626,0.8296,1.1069,0.8554,1.0173,0.9223,0.8554,0.8851,1.0104,1.0458,0.96,1.0705,1.144,1.4111,0.7919,0.8256,1.0484,0.9218,1.5246,0.8648,1.1069,1.1768,1.0998,0.8859,1.1069,1.0998,0.96,0.7685,0.9712,1.0998,0.8256,1.8052,1.144,1.3049,0.8554,0.96,1.1069,1.0149,1.0998,1.1013,0.5799,0.7919,1.0458,1.0184,1.0173,0.8296,0.8296,1.1208,0.9176,1.1069,1.0402,0.7771,1.1149,0.9841,1.1201,1.0173,1.1198,1.0005,1.078,1.0626,0.96,1.1149,0.5799,1.047,1.0508,1.0104,1.2464,0.9144,0.9144,0.7685,1.8052,0.9021,1.4669,1.156,1.0402,1.0933,1.0522,1.0623,1.7797,0.835,0.96,0.8481,1.0484,1.0173,0.96,1.0998,0.8354,1.0458,0.9712,1.0387,1.0484,0.8055,0.7771,1.156,0.9407,1.1069,0.9712,1.0173,1.3049,1.0522,1.1768,1.0557,1.1013,1.0186,1.0402,0.7985,0.8256,1.1103,1.3049,1.1009,1.0104,0.5799,1.0173,1.1009,1.2542,1.0484,1.0402,0.5799,1.1013,1.4336,1.5951,0.8059,1.047,1.5951,0.9754,1.1013,1.4669,1.2464,1.0173,0.8256,1.1069,1.0184,1.156,1.1238,0.7798,1.0998,1.3049,1.1013,1.1013,1.0387,1.0005,0.7985,1.8411,1.0705,1.4111,1.2442,1.0173,0.8296,1.083
"ACH-000846",0.69,1.1276,0.6818,0.7606,1.0771,1.0344,0.6872,1.1373,0.6984,0.7653,1.1616,0.7518,0.7321,1.2288,1.2575,1.4532,0.8231,0.9681,1.0029,1.0736,0.676,1.1393,0.6872,1.0932,1.0934,1.052,1.3389,0.3942,0.8096,1.0032,1.3389,0.687,1.918,1.032,0.4219,0.9765,0.7814,0.69,0.3778,1.3389,1.051,1.1162,1.35,1.0619,2.616,1.0344,0.6868,0.7772,1.1909,0.8877,1.1393,0.8697,1.1171,1.033,2.4145,1.1909,1.0344,0.7417,0.7219,0.7945,1.1276,1.3022,1.0872,1.1162,1.024,1.0029,0.7653,1.5034,0.9338,1.0539,0.8048,1.918,1.0739,0.9907,1.1979,1.7423,1.1073,1.0047,1.5285,1.1804,1.5084,0.3942,0.687,1.0703,1.0811,0.6276,1.0932,0.9637,1.1616,1.0172,1.0624,1.0104,1.2228,1.1171,1.1979,0.7005,0.69,1.0032,1.0344,0.4219,1.0047,0.6872,1.3749,1.0569,1.0745,0.8429,1.0029,0.9565,1.4509,0.4219,0.7426,0.3817,1.0088,1.0344,0.7426,1.1128,1.0104,0.8429,1.1303,0.7145,1.1065,1.2352,0.912,1.024,1.3042,1.0739,1.0145,0.9907,1.4642,1.0344,0.687,1.1393,0.8042,1.1979,1.1305,3.5651,1.2454,1.2727,1.051,1.051,1.0624,0.7219,1.0029,1.1804,0.7321,1.2575,1.1218,1.4473,0.6818,0.8048
"ACH-000903",0.9842,1.0479,1.4223,1.0354,1.6212,0.7828,1.1901,0.8347,0.7965,1.127,2.3041,1.2287,0.9611,1.1469,1.1078,1.6289,1.3923,0.8238,0.8696,1.0548,1.0062,0.9842,1.1901,1.1168,0.8708,0.9842,1.1168,1.2287,1.0239,0.975,1.1168,1.3923,1.1306,0.9959,0.8043,0.7358,1.2287,0.9842,0.7806,1.1168,0.8238,1.022,1.6289,2.2675,1.0086,0.7828,1.4223,1.4223,1.1147,0.9872,0.9842,1.2016,0.8071,0.9674,0.9842,1.1147,0.7828,1.0171,0.7868,1.0367,1.0479,1.2287,0.9674,1.022,1.3403,1.3923,1.127,1.0657,0.8877,0.8398,1.0239,1.1306,0.9842,1.0326,1.1383,1.1009,1.0584,1.0066,0.8392,1.0548,0.9856,1.2287,1.3923,0.8238,0.8136,1.2287,1.1168,0.8819,2.3041,1.0442,2.0825,0.8238,1.0062,0.8071,1.1383,1.2019,0.9842,1.0425,0.7828,0.8043,1.0066,1.1901,0.8392,0.8238,1.0442,1.1009,1.3923,1.3923,1.0285,0.8043,1.0086,1.127,1.022,0.7828,1.0086,1.3789,0.8238,1.1009,1.022,0.8238,1.3591,1.4109,1.3923,1.3403,1.4731,0.9376,0.8238,1.0326,1.2329,0.7828,1.3923,0.9842,1.0086,1.1383,1.2331,1.5169,1.1168,0.8043,0.8238,0.8238,1.9744,0.7868,1.3923,1.0721,0.9611,1.1078,0.8238,0.8201,1.4223,0.8431
"ACH-001707",1.0221,0.7384,1.0477,1.0221,1.0014,1.0402,0.9899,1.0014,1.0353,0.7964,1.0372,0.9862,0.9967,0.9888,1.0086,1.0454,1.0477,1.0369,1.0612,1.0086,1.0333,1.0221,0.9888,1.0221,0.9875,1.0221,1.0221,0.9862,1.0026,1.0445,1.0221,1.0477,1.0086,0.9888,0.5146,1.0014,0.9862,1.0221,0.5146,1.0221,1.0369,0.9888,1.0454,1.0372,0.7884,1.0402,1.0477,1.0477,0.7385,1.1344,1.0221,0.7849,1.0387,0.7271,0.9688,0.7384,1.0402,1.0014,1.4669,0.9967,0.7384,0.9862,0.7271,0.9888,1.0477,1.0477,0.7964,0.9888,1.0353,1.0353,1.0026,1.0086,0.9688,1.1018,0.7385,0.7849,0.7384,0.7385,1.0402,1.0086,1.0448,0.9862,1.0477,1.0369,1.0402,0.9862,1.0221,0.9875,1.0372,1.0445,1.0372,1.0369,1.0333,1.0387,0.7385,0.9899,1.0221,1.0445,1.0402,0.5146,0.7385,0.9888,1.0402,1.041,1.0445,0.7849,1.0477,1.0477,1.0353,0.5146,1.0014,0.7964,0.9888,1.0402,1.0014,1.0375,1.0369,0.7849,0.9888,1.0369,1.0086,1.0269,1.0477,1.0477,1.0269,0.9688,1.0369,1.1018,0.9888,1.0402,1.0477,1.0221,0.7884,0.7385,1.0014,1.0454,1.0221,0.5146,1.0369,1.0369,1.0372,1.4669,1.0477,1.0086,0.9967,1.0086,1.0369,1.0402,1.0477,1.4214
"ACH-000470",1.0782,0.9531,0.9529,1.0782,0.9432,1.2499,0.9305,0.9432,1.2563,0.6366,1.161,0.6327,0.9604,0.9273,1.2206,1.1449,0.9236,1.0106,0.9499,1.2526,1.0483,1.0782,0.9305,1.3037,1.2554,1.0782,1.298,0.6327,0.6109,0.6142,1.298,0.6513,1.2658,0.9273,1.3022,0.9432,0.635,1.0782,1.2726,1.298,1.0106,0.9236,1.1449,1.161,0.9569,1.2499,0.9529,0.9529,0.9531,0.6193,1.0782,0.9425,1.9365,0.6689,0.9431,0.9531,1.2499,0.9381,1.0138,0.9712,0.9531,0.635,0.6689,0.9236,0.9053,0.9121,0.6366,0.9305,1.2616,1.2616,0.6109,1.2658,0.9431,1.8694,1.0105,0.9425,0.9531,0.9411,1.2719,1.2526,0.9575,0.6327,0.5974,1.0106,1.2499,1.8136,1.3037,1.2554,1.161,0.6142,1.147,1.0106,1.0483,1.9365,1.0105,0.9452,1.0782,0.6142,1.2499,0.971,0.9411,0.9305,1.2719,1.0106,0.63,0.9425,0.9121,0.6513,1.5159,1.3022,0.9381,0.6366,0.9236,1.2499,0.9381,1.1685,1.0106,0.9425,0.9236,1.0106,1.2526,1.9174,0.9236,0.9053,1.9398,0.9431,1.0106,1.8694,0.9305,1.2499,0.9292,1.0782,0.9569,1.0105,0.9432,1.1449,1.298,0.971,1.0106,1.0106,1.147,1.0138,0.9121,1.2451,0.9604,1.2206,1.0106,1.2815,0.9529,1.0138
"ACH-001642",0.9928,1.448,0.958,0.8852,1.0885,1.0326,0.9729,1.0139,0.9813,1.0234,1.0652,0.9903,1.0128,2.0298,1.0308,1.5193,2.352,1.0399,1.0552,1.0503,0.9958,1.0534,0.9752,1.0368,1.0675,1.0534,1.0368,0.9903,1.0257,0.984,1.0368,0.9643,1.0853,1.5127,1.0048,1.0139,0.9903,0.9928,0.9638,1.0368,1.0399,1.0257,1.0356,1.0652,1.1174,1.0326,0.958,0.958,1.5583,0.9628,1.0534,1.076,0.9998,0.4959,0.9738,0.5192,1.0326,1.0169,1.0136,1.0265,1.4885,0.9903,0.484,1.0257,1.3425,1.364,1.0234,1.0468,1.0649,1.0649,1.0123,1.0853,0.9738,0.9621,1.5959,0.9654,1.6124,1.433,1.0328,1.0503,1.8581,0.9903,0.9643,1.0399,1.5247,0.9903,1.0368,1.0675,1.0652,1.0624,0.987,1.0399,0.9958,0.9998,1.6776,0.9547,0.9928,1.033,1.0326,1.0048,1.9151,0.9752,1.0328,1.0399,1.0237,0.9654,1.364,0.9643,1.283,1.0048,1.0152,1.0234,1.0257,1.0326,1.0152,0.9838,1.0399,0.9654,1.0257,1.0399,1.0503,1.0598,0.9643,1.3425,1.0598,0.9738,1.0399,1.0574,1.0468,1.0326,0.9643,0.9928,1.1174,1.5959,1.5546,1.5259,1.0368,1.0048,1.0399,1.0399,0.987,1.0136,1.364,1.0503,1.0128,1.0308,1.0399,0.5105,0.958,1.1084
"ACH-001201",1.03,1.0223,0.6126,1.03,1.0172,1.0353,1.0467,1.0172,1.0363,1.0255,1.0386,1.0131,1.0235,1.0367,1.0287,16.2352,0.5912,0.9821,1.0314,1.0287,0.9774,1.03,1.0467,1.0176,1.0363,1.03,1.0176,1.0131,1.0339,1.0142,1.0176,0.5912,0.9992,1.0367,0.545,1.0172,1.0131,1.03,0.545,1.0176,1.0354,1.0367,1.0318,1.0386,1.0344,1.0353,0.6126,0.6126,1.0223,1.0139,1.03,1.0106,1.0238,0.5036,1.5221,1.0223,1.0353,1.0147,1.0285,1.0235,1.0223,1.0131,0.5036,1.0367,0.5912,0.5912,1.0255,1.0505,1.0216,1.0216,1.0262,0.9992,1.4952,1.0554,1.0223,1.0106,0.962,1.0223,1.0344,1.0287,1.0242,1.0131,0.5912,1.0354,1.0353,1.0131,1.0176,1.0363,1.0386,1.0142,1.0386,1.0354,0.9774,1.0238,1.0223,1.0349,1.03,1.0142,1.0353,0.545,1.0223,1.0467,1.0344,1.0354,1.0108,1.0106,0.5912,0.5912,1.0363,0.545,1.0147,1.0255,1.0367,1.0353,1.0147,1.0244,1.0354,1.0106,1.0367,1.0354,1.0287,0.9914,0.5912,0.5912,1.0268,1.5048,1.0354,1.0091,1.0505,1.0353,0.5912,1.03,1.0344,1.0223,1.0172,1.0245,1.0176,0.545,1.0354,1.0354,1.0386,1.0285,0.5912,1.0287,1.0235,1.0287,1.0354,1.0353,0.6126,0.9967
"ACH-000120",0.9944,0.9619,0.9738,0.9944,0.9968,0.9956,0.492,0.9968,0.996,0.9986,0.9906,0.9934,0.9963,1.492,0.9971,0.9892,0.9738,0.9941,0.9832,0.9971,0.9836,0.9944,0.4984,0.9909,0.996,0.9944,0.9944,0.9934,0.9963,0.998,0.9944,0.9738,0.9971,1.4788,0.4957,0.9968,0.9934,0.9944,0.4957,0.9944,0.9997,1.49,1.0079,0.9906,1.0832,0.9956,0.9738,0.9738,0.9929,0.9933,0.9944,1.106,0.9948,0.983,2.4831,0.9929,0.9956,1.0029,0.9957,0.9963,0.9619,0.9934,0.983,1.49,0.9738,0.9738,0.9986,0.4984,0.4997,0.996,0.9963,0.9971,2.4831,0.9986,0.9929,1.106,0.9619,0.9929,0.9956,0.9971,1.4736,0.9934,0.9738,0.9997,0.9956,0.9934,0.9909,0.996,0.9906,0.998,0.9906,0.9997,0.9836,0.9948,0.9929,0.492,0.9944,0.998,0.9956,0.4957,0.9929,0.4984,0.9956,0.9997,0.998,1.106,0.9738,0.9738,0.996,0.4957,0.9968,0.9986,1.4824,0.9956,0.9968,0.9919,0.9997,1.106,1.4824,0.9997,0.9971,0.9914,0.9738,0.9738,0.9914,1.9867,0.9997,0.9986,0.4984,0.9956,0.9738,0.9944,1.1141,0.9929,0.9968,0.9892,0.9909,0.4957,0.9997,0.9997,0.9906,0.9957,0.9738,0.9971,0.9963,0.9971,0.9997,0.9956,0.9738,35.9447
"ACH-000620",0.7333,0.7841,0.493,0.8147,1.0359,1.232,1.2163,0.9965,1.004,1.2612,1.6348,0.8087,0.7254,1.2053,1.0775,1.0328,1.2449,1.2989,1.0125,1.0439,0.7926,0.8066,0.734,1.282,1.3483,0.8066,0.8024,0.8087,0.8044,0.7244,0.8024,1.2253,1.1845,1.1394,0.5652,0.9689,0.8087,0.7333,0.5408,0.8024,1.0763,1.1669,1.0742,1.6348,1.0728,1.232,0.7518,0.7518,0.8082,1.3813,0.8066,1.3339,0.779,0.722,0.993,0.8082,1.232,1.018,0.9831,0.8112,0.7841,0.8087,0.722,1.1669,1.1852,1.2253,1.2612,0.8029,1.0995,0.9706,0.8044,1.1845,1.0353,1.1321,1.2304,1.134,0.7666,1.0834,1.3126,1.0873,0.8351,0.8087,1.8246,1.2989,1.0257,0.8087,1.282,1.2724,1.6348,0.7744,1.518,1.2989,0.74,0.779,1.2304,1.2254,0.7333,0.7444,1.2195,0.576,1.065,0.734,1.3126,1.0268,0.7952,1.211,1.2253,1.2253,1.3005,0.5652,1.018,1.3395,1.1669,1.232,1.018,0.4797,1.2989,1.211,1.1669,1.0626,1.1034,1.5835,1.5307,1.1852,1.5837,1.0353,1.0626,1.3518,0.8113,1.232,1.2253,0.8066,1.0728,1.2304,1.0582,0.9893,1.3306,0.5719,1.0763,1.0763,1.519,0.9831,1.2253,1.0873,0.7254,1.0838,1.0626,1.0257,0.493,1.1184
"ACH-001669",0.5089,1.0085,0.9288,0.9894,1.0219,0.998,0.9819,1.0008,0.9735,0.9749,1.4772,1.0296,0.9607,1.4577,1.0032,1.0206,0.9174,0.9843,0.982,1.0032,1.0028,0.5089,0.9819,0.9988,0.9726,0.5124,0.9894,1.0053,1.0126,1.1987,0.9894,0.9174,0.9865,1.4889,0.4746,1.0219,1.0723,0.5089,0.9839,0.9894,1.0018,0.9679,0.982,1.4022,0.8354,0.9881,0.9174,0.9288,1.0364,0.9877,0.5089,0.9927,0.4939,0.9633,0.9834,1.0085,0.9881,0.9953,0.9901,0.9607,1.0085,0.9216,0.9633,0.9679,0.9174,0.9174,0.9749,1.0029,0.9735,0.9735,0.9279,0.9865,0.9834,1.4025,0.9787,0.9927,0.9611,0.9787,0.9144,1.0032,1.0121,1.0053,0.9174,0.9843,0.9997,1.0296,0.9988,0.9726,1.4772,1.1985,1.3695,0.9843,1.0028,1.4247,0.9787,0.9819,0.5089,1.1987,0.998,0.483,0.8646,0.9819,0.9923,1.0018,0.9261,0.9927,0.9174,0.9174,0.9735,0.4746,0.9179,0.9749,0.9679,0.9881,0.9179,1.4682,0.9843,0.9927,0.9679,1.0018,1.0032,1.0077,0.9174,0.9174,0.9937,0.9834,1.0018,1.4025,1.0029,0.998,0.9174,0.5089,0.7571,0.9787,0.9673,1.5013,0.9988,0.483,1.0018,1.0018,1.4216,0.9901,0.9174,1.0069,0.9607,1.0032,1.0018,0.8956,0.9288,0.9892
"ACH-000438",0.9417,1.3044,1.2026,0.96,1.798,0.9011,0.8793,1.8006,0.913,0.9687,1.2405,0.8844,0.938,1.4703,0.9936,1.1954,1.4708,0.9608,0.8449,0.997,0.9478,0.9417,0.8793,2.8237,0.9852,0.9417,0.9611,0.8844,0.4832,1.3123,0.9611,1.3127,1.905,1.356,0.5024,1.5769,0.8797,0.9417,0.4863,0.9611,0.9792,1.4369,1.1954,1.2405,0.7757,0.9011,1.2026,1.2026,1.4735,0.8988,0.9417,0.957,0.9159,0.866,1.104,1.4816,0.9011,0.9742,0.9346,0.986,1.2746,0.8797,0.866,1.3151,1.2661,1.1727,0.9687,0.9467,0.9495,0.9495,0.4832,1.905,1.0694,1.0109,1.4936,0.9312,1.3355,1.2855,0.9611,0.997,0.9487,0.8844,1.3127,0.9608,0.9235,0.8844,0.9021,0.9869,1.2405,1.3819,1.2054,0.9608,0.9478,0.9159,1.5547,0.885,0.9417,1.3655,0.9708,1.0025,1.2177,0.8793,0.9611,0.9562,0.9436,0.9312,1.1727,1.3127,1.156,0.5024,1.0347,0.9687,1.2788,0.9011,0.9518,1.803,0.9608,0.9312,1.2788,0.9608,0.997,0.9322,1.3127,1.2661,0.9322,0.8851,0.9608,1.0109,0.9467,0.9011,1.3127,0.9417,0.7757,1.4936,1.2792,0.9087,0.9519,1.0025,0.9792,0.9792,1.2054,0.9346,1.1727,0.997,0.938,0.9936,0.9608,0.9235,1.2026,1.0101
"ACH-003101",1.0533,1.0453,1.0018,1.0533,1.0512,1.0456,1.0012,1.0512,1.0275,1.0526,1.0446,1.0725,1.0571,1.0317,1.0417,1.0342,0.9795,1.0448,0.9593,1.053,1.017,1.0533,1.0012,1.035,1.0475,1.0533,1.035,1.0725,1.039,1.0143,1.035,0.9795,1.0435,1.0317,1.04,1.0512,1.0725,1.0533,0.5728,1.035,1.0448,0.5189,1.0342,1.0446,1.0616,1.051,1.0018,1.0018,1.0519,1.0139,1.0533,1.0331,1.0336,0.9928,0.9959,1.0519,1.051,1.058,1.0195,1.1064,1.0453,1.0725,0.9928,0.5189,0.9795,0.9795,1.0526,1.0557,1.0504,1.0504,1.039,1.0435,0.9959,1.5116,1.0154,0.9754,1.0453,1.0154,1.0614,1.053,1.0606,1.0725,0.9795,1.0448,1.0494,1.0725,1.035,1.1061,1.0446,1.0143,1.0262,1.0448,1.017,1.0336,1.0154,1.0081,1.0533,1.0143,1.0456,1.04,1.0154,1.0012,1.0614,1.0448,1.0464,1.0331,0.9795,0.9795,1.2813,1.04,1.0243,1.0526,0.5189,1.051,1.0243,1.0497,1.0448,1.0331,0.5189,1.0448,1.053,1.0567,0.9795,0.9795,1.0567,0.9959,1.0448,1.7045,1.0557,1.0456,0.9795,1.0533,1.0616,1.0154,1.0512,1.0208,1.035,1.04,1.0448,1.0448,1.0262,1.0195,0.9795,1.053,1.0571,1.0417,1.0448,1.0494,1.0018,1.1019
"ACH-000025",1.2084,1.0897,1.0039,1.2084,1.0746,0.9302,1.179,1.0746,1.2102,0.6118,0.9416,0.6236,0.7583,1.0511,1.1009,1.1176,0.9928,1.0593,0.7722,1.1195,0.92,1.2084,1.179,1.2839,1.2102,1.2084,1.2839,0.6236,0.7424,0.8432,1.1796,0.9928,1.1438,1.0511,0.8857,1.0746,0.6204,1.2084,0.3059,1.2839,1.0251,2.0753,1.1449,0.9416,1.1359,0.9302,1.0039,1.0039,1.0939,0.8566,1.2084,1.0859,1.3673,1.0906,1.0187,1.0897,0.9302,1.089,1.0899,0.7732,1.0897,0.6204,1.0906,1.5059,0.9183,0.8938,0.6118,1.2721,1.1235,1.1235,0.7424,1.1438,1.0187,1.5844,1.1824,0.9801,1.0499,1.0289,1.0913,1.1195,0.9571,0.6236,0.9928,1.0593,0.9251,0.6236,1.2839,1.3066,0.9416,0.8521,0.8823,1.0068,0.92,0.8554,1.1824,1.1631,1.2084,0.8432,0.9302,0.8857,0.9188,1.179,1.0913,1.0251,0.8521,1.0451,0.8938,0.9928,1.5144,0.8857,1.0947,0.6118,0.6032,0.9302,1.0947,0.9859,1.0068,1.0451,0.6032,1.0251,1.1179,1.2218,0.9928,0.9183,1.1878,1.0187,1.0251,1.5844,1.2721,0.9302,0.9928,1.2084,1.2404,1.1824,1.0746,1.1176,1.2839,0.8857,1.0251,1.0251,0.8823,1.0899,0.8938,1.1195,0.7583,1.1009,1.0251,0.9352,1.0039,1.0899
"ACH-000455",1.2023,0.9818,0.9014,1.2725,0.9681,0.9756,0.9247,1.0236,0.9456,0.6585,1.9413,0.6982,0.9439,1.252,0.9998,0.8628,1.4799,0.9597,0.9289,0.9768,0.9305,1.2826,0.94,1.3361,0.9912,1.2503,1.3202,0.987,0.6801,0.716,1.3057,1.1671,0.9772,1.252,0.9701,1.0236,0.6982,1.2294,0.6445,1.3202,0.9875,1.8034,0.8728,1.3228,0.6505,0.9756,0.9039,0.9014,1.0404,0.6257,1.3113,1.3059,0.663,0.9413,0.9605,1.0075,0.9756,0.9179,1.2372,0.9783,0.9818,0.6982,0.9413,1.8034,1.4028,1.4028,0.6585,1.2541,0.9949,0.9665,0.6801,0.9772,0.9433,1.2768,1.003,1.2303,0.9818,1.003,0.9811,0.9992,0.9629,0.987,1.4799,0.9742,0.9476,0.6982,1.273,1.2315,1.9413,0.716,1.0172,0.9742,0.9305,0.663,1.0447,0.9247,1.2496,0.716,0.9756,0.9675,1.003,0.94,1.5771,0.9534,0.6933,1.2576,1.1671,1.1671,0.938,0.9675,0.9274,0.6585,1.8034,0.9756,0.9296,1.828,0.9742,0.3253,1.8501,0.9875,0.9694,1.295,1.4799,1.4028,1.3001,0.9381,0.9875,1.2768,0.9462,0.9756,1.1671,1.275,0.6505,1.003,0.9674,0.8399,1.2572,0.9675,0.9875,0.9875,1.0353,1.2372,1.4028,0.9834,0.9439,1.0043,0.9783,0.9476,0.9014,1.2372
"ACH-002030",0.7044,0.7121,0.7307,0.7044,1.0729,1.0124,0.9302,1.0814,1.3295,0.7059,1.0906,0.7058,0.6655,1.0555,0.7153,1.3512,0.9329,1.0217,0.6924,0.7153,0.6832,0.7044,1.0329,1.0579,1.4227,0.7044,1.0785,0.7058,0.9496,1.0062,1.0785,0.9567,1.3984,1.0552,0.7208,1.032,0.7058,0.7044,0.3551,1.0785,1.0187,1.0107,1.3512,1.0906,0.8414,1.0124,0.6682,0.6682,0.7121,0.9473,0.7044,1.0854,0.9945,1.3306,1.0772,0.7121,1.0124,0.6805,1.3345,1.0314,0.7121,0.7058,1.2785,1.0107,0.8971,0.8244,0.7059,1.3746,1.0364,1.0314,0.9496,1.3984,1.0207,1.2993,0.7121,1.0854,0.7121,0.6803,1.0619,0.7153,1.7705,0.7058,0.9108,1.0257,0.9938,0.7058,1.0602,1.3823,1.0906,1.0368,1.0388,1.0257,0.6832,0.9945,0.7121,0.9316,0.7044,1.019,1.0565,0.7152,0.6803,0.9302,1.0619,1.0187,0.9463,1.0854,0.8817,0.9567,1.0924,0.7208,0.6747,0.7059,1.0311,1.0124,0.6747,1.3897,1.0257,1.0854,1.0311,1.0187,0.7153,1.3689,0.9367,0.8971,1.3689,1.0002,1.0187,1.2993,1.3177,1.0124,0.9567,0.7044,0.8414,0.7121,1.0682,1.3512,1.0532,0.7152,1.0187,1.0187,1.0688,1.6215,0.8244,0.7153,0.6655,0.7153,1.0187,1.0165,0.6682,1.3448
